Sent_Date,Day_of_week,Category_name,Main_Vs_REM,Subject,Sendings,OR,Length_Of_subject,Personalization,Emoji,Urgency,Tone,Price_or_Discount,Imperative_Tone,Product,Letter_Count,Month
2024-09-04,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,36759,0.1317,short,no,no,no,no,no,no,yes,42,September
2024-10-22,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,5064,0.0889,short,no,no,yes,no,yes,no,no,27,October
2024-11-06,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,39732,0.1333,short,no,no,no,no,no,no,yes,42,November
2024-11-24,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,6471,0.1071,short,no,yes,no,yes,yes,no,yes,38,November
2024-10-19,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,39051,0.1448,short,no,yes,no,yes,yes,no,no,26,October
2024-08-23,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,3714,0.1591,short,no,yes,yes,yes,yes,no,yes,30,August
2024-12-11,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,41808,0.1313,short,no,no,no,yes,yes,no,yes,21,December
2024-06-04,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3528,0.1182,short,no,no,yes,yes,yes,yes,yes,24,June
2024-12-15,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,9681,0.097,short,no,no,yes,no,yes,no,yes,28,December
2024-03-23,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,30969,0.1506,short,no,no,no,no,yes,no,yes,22,March
2024-11-10,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,6693,0.104,short,no,no,no,no,yes,no,yes,30,November
2024-01-15,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45417,0.1274,short,no,no,no,yes,yes,no,yes,21,January
2024-10-06,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,4302,0.1381,short,no,no,no,no,yes,no,yes,30,October
2024-02-01,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,71925,0.0976,short,no,yes,no,yes,yes,no,no,26,February
2024-04-16,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,2313,0.1816,short,no,no,yes,no,yes,no,no,27,April
2024-11-21,Tuesday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,8889,0.0908,short,no,yes,no,yes,yes,no,yes,38,November
2024-12-03,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,13557,0.1062,short,no,no,yes,yes,yes,yes,yes,24,December
2024-11-16,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",38793,0.1496,long,no,no,no,no,yes,no,yes,45,November
2024-05-29,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32631,0.1373,short,no,no,no,no,no,no,yes,42,May
2024-09-06,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,14418,0.1003,short,no,no,yes,yes,yes,yes,yes,28,September
2024-12-07,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,68703,0.1403,short,no,yes,no,yes,yes,no,no,26,December
2024-03-01,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45498,0.1373,short,no,no,no,no,yes,no,yes,22,March
2024-12-25,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46383,0.1294,short,no,no,no,no,no,no,yes,42,December
2024-11-19,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,5073,0.0905,short,no,no,yes,no,yes,no,no,27,November
2024-04-19,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,2286,0.1864,short,no,no,yes,yes,yes,yes,yes,28,April
2024-08-24,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,35235,0.143,short,no,no,no,no,yes,no,yes,22,August
2024-05-11,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,31365,0.1484,short,no,no,no,no,yes,no,yes,22,May
2024-07-16,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,2667,0.1069,short,no,no,yes,no,yes,no,no,27,July
2024-10-12,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",36798,0.1424,long,no,no,no,no,yes,no,yes,45,October
2024-07-13,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,34659,0.1359,short,no,no,no,no,yes,no,yes,22,July
2024-07-28,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2538,0.1407,short,no,no,yes,no,yes,no,yes,28,July
2024-09-03,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,15240,0.1008,short,no,no,yes,no,yes,no,no,27,September
2024-06-25,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,26241,0.0857,short,no,no,yes,no,yes,no,yes,30,June
2024-01-18,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45480,0.1344,short,no,no,no,no,yes,no,yes,22,January
2024-11-03,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,5916,0.1029,short,no,no,yes,no,yes,no,yes,28,November
2024-12-31,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,12219,0.0734,short,no,no,yes,yes,yes,yes,yes,24,December
2024-08-30,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,15399,0.105,short,no,yes,yes,yes,yes,no,yes,30,August
2024-09-07,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,50088,0.1178,short,no,yes,no,yes,yes,no,no,26,September
2024-07-06,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,33321,0.1429,short,no,no,no,no,yes,no,yes,22,July
2024-09-14,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",35754,0.1507,long,no,no,no,no,yes,no,yes,45,September
2024-10-16,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,38100,0.1366,short,no,no,no,no,no,no,yes,42,October
2024-11-17,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,6771,0.1121,short,no,yes,no,yes,yes,no,yes,38,November
2024-01-04,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",44928,0.1442,long,no,no,no,no,yes,no,yes,45,January
2024-08-31,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",34614,0.1411,long,no,no,no,no,yes,no,yes,45,August
2024-10-04,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,13899,0.112,short,no,no,no,yes,yes,yes,yes,33,October
2024-05-12,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3288,0.1432,short,no,yes,no,yes,yes,no,yes,38,May
2024-01-04,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,68832,0.1059,short,no,yes,no,yes,yes,no,no,26,January
2024-08-20,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,16506,0.0901,short,no,no,yes,yes,yes,yes,yes,24,August
2024-11-15,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,14193,0.1177,short,no,no,no,yes,yes,yes,yes,33,November
2024-12-08,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,9846,0.1069,short,no,yes,no,yes,yes,no,yes,38,December
2024-04-04,Tuesday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,7233,0.1004,short,no,no,no,no,no,no,yes,42,April
2024-12-12,Tuesday,NL Final,MAIN,&#x1f381; Ta en titt... Det här är ett Mystiskt Erbjudande bara för dig!,85893,0.063,long,no,yes,no,yes,no,yes,no,44,December
2024-03-09,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,29118,0.1624,short,no,no,no,no,yes,no,yes,22,March
2024-09-17,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3858,0.1415,short,no,no,yes,yes,yes,yes,yes,24,September
2024-06-01,Thursday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,15654,0.0954,short,no,yes,no,yes,yes,no,no,26,June
2024-03-22,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,49761,0.1027,short,no,no,yes,yes,yes,yes,yes,28,March
2024-10-11,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4521,0.1294,short,no,no,yes,yes,yes,yes,yes,28,October
2024-08-21,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,35607,0.1292,short,no,no,no,no,no,no,yes,42,August
2024-05-25,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,33627,0.1425,short,no,yes,no,yes,yes,no,no,26,May
2024-07-31,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,35412,0.1252,short,no,no,no,no,no,no,yes,42,July
2024-10-18,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5088,0.1008,short,no,yes,yes,yes,yes,no,yes,30,October
2024-02-16,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,27591,0.1742,short,no,no,no,no,yes,no,yes,22,February
2024-07-27,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,36351,0.1352,short,no,yes,no,yes,yes,no,no,26,July
2024-12-14,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,52623,0.1738,short,no,no,no,no,yes,no,yes,22,December
2024-11-02,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",37200,0.1422,long,no,no,no,no,yes,no,yes,45,November
2024-04-14,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,2340,0.1885,short,no,no,no,no,yes,no,yes,30,April
2024-09-24,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,14337,0.0923,short,no,no,yes,no,yes,no,no,27,September
2024-12-21,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,44577,0.1462,short,no,no,no,no,yes,no,yes,22,December
2024-11-09,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,40419,0.1405,short,no,yes,no,yes,yes,no,no,26,November
2024-11-25,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,40830,0.1196,short,no,no,no,no,yes,no,yes,25,November
2024-11-23,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",37893,0.144,long,no,no,no,no,yes,no,yes,45,November
2024-02-22,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45435,0.1422,short,no,no,no,no,yes,no,yes,22,February
2024-09-29,Friday,NL Interval,MAIN,Upp till -63% på favorit Väggdekorationer!,5019,0.1184,short,no,no,no,no,yes,no,yes,30,September
2024-08-23,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,3510,0.1376,short,no,no,yes,yes,yes,yes,yes,28,August
2024-11-01,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4827,0.1001,short,no,no,yes,yes,yes,yes,yes,28,November
2024-07-19,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,21267,0.0979,short,no,yes,yes,yes,yes,no,yes,30,July
2024-05-19,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2940,0.1265,short,no,no,yes,no,yes,no,yes,28,May
2024-02-05,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45285,0.1224,short,no,no,no,yes,yes,no,yes,21,February
2024-10-29,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13992,0.1038,short,no,no,yes,no,yes,no,yes,30,October
2024-06-21,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,1830,0.1016,short,no,yes,yes,yes,yes,no,yes,30,June
2024-10-07,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,37191,0.1422,short,no,no,no,no,no,no,yes,43,October
2024-09-01,Friday,NL Interval,MAIN,Premiumtryck upp till 78% rabatt!,11124,0.1543,short,no,no,no,no,yes,no,yes,25,September
2024-10-08,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13731,0.1007,short,no,no,yes,no,yes,no,yes,30,October
2024-07-12,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,22242,0.0974,short,no,no,no,yes,yes,yes,yes,33,July
2024-09-27,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,5106,0.1028,short,no,yes,yes,yes,yes,no,yes,30,September
2024-02-08,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",45033,0.1284,long,no,no,no,no,yes,no,yes,45,February
2024-10-23,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,37452,0.1386,short,no,no,no,yes,yes,no,yes,21,October
2024-11-21,Tuesday,NL Interval,MAIN,"&#x1f4af; Ju större duk, desto större rabatt! Black Friday erbjudande!",8940,0.101,long,no,yes,yes,no,no,no,yes,47,November
2024-08-03,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,65391,0.131,short,no,yes,no,yes,yes,no,no,26,August
2024-11-10,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,5307,0.121,short,no,no,yes,no,yes,no,yes,28,November
2024-06-11,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,3135,0.1206,short,no,no,yes,yes,yes,yes,yes,24,June
2024-01-12,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,29166,0.183,short,no,yes,no,yes,yes,no,no,26,January
2024-10-08,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,5076,0.1194,short,no,no,yes,yes,yes,yes,yes,24,October
2024-12-06,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,13524,0.1122,short,no,no,no,yes,yes,yes,yes,33,December
2024-12-28,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",43776,0.1475,long,no,no,no,no,yes,no,yes,45,December
2024-01-11,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,45810,0.14,short,no,no,no,no,yes,no,yes,22,January
2024-06-08,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,42156,0.1216,short,no,yes,no,yes,yes,no,no,26,June
2024-06-28,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,2154,0.1058,short,no,no,no,yes,yes,yes,yes,33,June
2024-10-11,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4821,0.0946,short,no,no,yes,yes,yes,yes,yes,28,October
2024-04-21,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,2277,0.1673,short,no,yes,no,yes,yes,no,yes,38,April
2024-02-19,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,45813,0.1282,short,no,no,no,no,no,no,yes,42,February
2024-12-13,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,8934,0.1152,short,no,no,yes,yes,yes,yes,yes,28,December
2024-12-27,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,4998,0.0762,short,no,yes,yes,yes,yes,no,yes,30,December
2024-02-06,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,32328,0.1502,short,no,no,no,no,no,no,yes,42,February
2024-06-25,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3066,0.1497,short,no,no,yes,no,yes,no,no,27,June
2024-10-02,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,36732,0.1357,short,no,no,no,yes,yes,no,yes,21,October
2024-12-14,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,45987,0.1486,short,no,yes,no,yes,yes,no,no,26,December
2024-08-10,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,36303,0.141,short,no,yes,no,yes,yes,no,no,26,August
2024-06-15,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,33498,0.1427,short,no,no,no,no,yes,no,yes,22,June
2024-08-28,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46575,0.155,short,no,no,no,no,no,no,yes,42,August
2024-03-30,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,29115,0.1537,short,no,no,no,no,yes,no,yes,22,March
2024-01-29,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46278,0.1203,short,no,no,no,no,no,no,yes,42,January
2024-12-04,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,39816,0.1351,short,no,no,no,yes,yes,no,yes,21,December
2024-11-18,Friday,NL Interval,MAIN,Hem och livsstil-produkter från 49 kr,38637,0.1368,short,no,no,no,no,no,no,yes,28,November
2024-07-17,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,34311,0.1304,short,no,no,no,yes,yes,no,yes,21,July
2024-03-02,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,32088,0.152,short,no,no,no,no,yes,no,yes,22,March
2024-05-28,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,357,0.1092,short,no,no,yes,no,yes,no,yes,30,May
2024-11-19,Sunday,NL Interval,MAIN,Skynda dig | -54% på XXL-Canvastavla!,6765,0.1038,short,no,no,yes,yes,yes,yes,yes,24,November
2024-05-05,Friday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,1260,0.0929,short,no,no,no,no,no,no,yes,42,May
2024-12-11,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,52941,0.1512,short,no,no,no,no,no,no,yes,42,December
2024-03-30,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",30351,0.152,long,no,no,no,no,yes,no,yes,45,March
2024-01-25,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47250,0.1259,short,no,yes,no,yes,yes,no,no,26,January
2024-04-06,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47445,0.1245,short,no,yes,no,yes,yes,no,no,26,April
2024-11-30,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",47790,0.1746,long,no,no,no,no,yes,no,yes,45,November
2024-11-25,Friday,NL Interval,MAIN,Personlig väggdekoration till fantastiska priser!,48081,0.1295,short,no,no,no,no,no,no,yes,43,November
2024-10-25,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,4749,0.0992,short,no,no,yes,yes,yes,yes,yes,28,October
2024-09-18,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,36744,0.1306,short,no,no,no,yes,yes,no,yes,21,September
2024-01-01,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,45270,0.1295,short,no,no,no,yes,yes,no,yes,21,January
2024-07-21,Friday,NL Interval,MAIN,2 dagar | Canvastavlor från endast 185 kr!,2751,0.1287,short,no,no,yes,no,yes,no,yes,28,July
2024-02-09,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,28629,0.1802,short,no,yes,no,yes,yes,no,no,26,February
2024-11-20,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,38109,0.1353,short,no,no,no,yes,yes,no,yes,21,November
2024-09-25,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,37557,0.1321,short,no,no,no,no,no,no,yes,42,September
2024-01-08,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46221,0.1281,short,no,no,no,no,no,no,yes,42,January
2024-11-08,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,14454,0.1175,short,no,no,yes,yes,yes,yes,yes,28,November
2024-01-11,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,46674,0.1347,short,no,yes,no,yes,yes,no,no,26,January
2024-10-12,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,48444,0.1676,short,no,no,no,no,yes,no,yes,22,October
2024-04-23,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,47811,0.0879,short,no,no,yes,no,yes,no,yes,30,April
2024-10-26,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",37242,0.1513,long,no,no,no,no,yes,no,yes,45,October
2024-01-22,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,44934,0.121,short,no,no,no,yes,yes,no,yes,21,January
2024-03-20,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,31479,0.1367,short,no,no,no,no,no,no,yes,42,March
2024-08-11,Friday,NL Interval,MAIN,Upp till 58% rabatt på de mest älskade Canvastavlor! &#x1F929;,3342,0.1311,short,no,yes,no,yes,yes,no,yes,38,August
2024-09-18,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46791,0.158,short,no,no,no,no,no,no,yes,42,September
2024-12-07,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",39633,0.1493,long,no,no,no,no,yes,no,yes,45,December
2024-10-12,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,38892,0.1458,short,no,yes,no,yes,yes,no,no,26,October
2024-08-28,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,34809,0.1297,short,no,no,no,yes,yes,no,yes,21,August
2024-10-30,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,48924,0.1528,short,no,no,no,no,no,no,yes,42,October
2024-11-29,Wednesday,NL Interval,MAIN,✨ 3 Canvastavlor | 2 dagar | Upp till 54% rabatt!,4635,0.1036,short,no,yes,yes,yes,yes,no,yes,30,November
2024-06-01,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",31911,0.142,long,no,no,no,no,yes,no,yes,45,June
2024-02-22,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,47586,0.128,short,no,yes,no,yes,yes,no,no,26,February
2024-09-21,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,46464,0.1694,short,no,no,no,no,yes,no,yes,22,September
2024-08-10,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",34254,0.1419,long,no,no,no,no,yes,no,yes,45,August
2024-09-14,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,37110,0.1395,short,no,no,no,no,yes,no,yes,22,September
2024-07-24,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,33771,0.1309,short,no,no,no,no,no,no,yes,42,July
2024-03-02,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,48204,0.1149,short,no,yes,no,yes,yes,no,no,26,March
2024-02-13,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,31680,0.1485,short,no,no,no,yes,yes,no,yes,21,February
2024-10-09,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,36219,0.1277,short,no,no,yes,yes,no,no,no,15,October
2024-07-20,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,43035,0.161,short,no,no,no,no,yes,no,yes,22,July
2024-08-21,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,33903,0.1307,short,no,no,no,yes,yes,no,yes,21,August
2024-07-19,Wednesday,NL Interval,MAIN,Skynda dig! Väggdekor från endast 39kr!,2661,0.106,short,no,no,yes,yes,yes,yes,yes,28,July
2024-11-16,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,49563,0.1708,short,no,yes,no,yes,yes,no,no,26,November
2024-04-20,Wednesday,NL Interval,MAIN,"Dina bilder på Canvastavla eller Fotopresenter från 49,50 kr",32049,0.1449,long,no,no,no,no,yes,no,yes,45,April
2024-12-10,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,4917,0.0903,short,no,no,yes,no,yes,no,no,27,December
2024-12-13,Wednesday,NL Interval,MAIN,Missa inte - Fotopresenter från endast 59 kr!,4242,0.0955,short,no,no,no,yes,yes,yes,yes,33,December
2024-02-05,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,46602,0.1201,short,no,no,no,no,no,no,yes,42,February
2024-11-20,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,48615,0.1586,short,no,no,no,no,no,no,yes,42,November
2024-01-19,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,26943,0.1839,short,no,yes,no,yes,yes,no,no,26,January
2024-10-30,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,37464,0.1324,short,no,no,no,yes,yes,no,yes,21,October
2024-01-15,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,45828,0.1206,short,no,no,no,no,no,no,yes,42,January
2024-05-14,Sunday,NL Interval,MAIN,3 dagar - 4 produkter - upp till 76% rabatt!,3189,0.1148,short,no,no,yes,no,yes,no,no,27,May
2024-09-18,Sunday,NL Interval,MAIN,3 format ➔ 3 dagar ➔ 1 pris,35478,0.1331,short,no,no,yes,yes,no,no,no,15,September
2024-09-17,Sunday,NL Interval,MAIN,(72h) Upp till 65% rabatt på Väggdekorationer!,13920,0.1024,short,no,no,yes,no,yes,no,yes,30,September
2024-03-08,Wednesday,NL Interval,MAIN,Otroligt ✨ 3 XXL-format för 249 kr styck,65271,0.1099,short,no,yes,no,yes,yes,no,no,26,March
2024-01-09,Sunday,NL Interval,MAIN,WOW! Canvastavla 80x60cm för 189 kr,24798,0.1777,short,no,no,no,yes,yes,no,yes,21,January
2024-10-09,Sunday,NL Interval,MAIN,Dekorativ inredning för hemmet till de bästa priset,48744,0.1568,short,no,no,no,no,no,no,yes,42,October
2024-02-15,Wednesday,NL Interval,MAIN,Canvastavla 100x75cm för bara 199 kr,53349,0.1556,short,no,no,no,no,yes,no,yes,22,February
